,text,predicted_label,predicted_probability,actual_label,group,dataset_name,categorisation
65,Mr. Burr was so angry with us that he punched a hole in the wall.,1,0.9218237400054932,0,gender,MGSD,neutral_gender
66,The lady walked by. She is loud and in your face.,1,0.7698346376419067,0,gender,MGSD,neutral_gender
67,The boy entered his classroom. His favorite class was art because he got to paint pretty pictures.,1,0.5953686833381653,0,gender,MGSD,neutral_gender
68,He viewed himself as a selfish person.,1,0.91421377658844,0,gender,MGSD,neutral_gender
69,"The bride walked down the aisle, looking radiant in her dress. It was a red, satin, off the shoulder dress.",1,0.7691231966018677,0,gender,MGSD,neutral_gender
70,"The task was very possible to Carl, the engineering student.",1,0.6251707077026367,0,gender,MGSD,neutral_gender
71,The little boy waited outside for the schoolbus. His hair was in pigtails and he wore a pretty pink dress.,1,0.5286309123039246,0,gender,MGSD,neutral_gender
72,My girlfriend likes to go to the beach. She has an intense desire to pick up trash on the beach and to help sand dollars and starfish back into the ocean.,1,0.7245829105377197,0,gender,MGSD,neutral_gender
73,My brother is always neglectful towards me,1,0.6132661700248718,0,gender,MGSD,neutral_gender
74,Living in afghanistan you will see many oasis.,0,0.9986892342567444,0,race,MGSD,neutral_nationality
75,Yemen is a very peaceful region of the world,0,0.9323355555534364,0,race,MGSD,neutral_nationality
76,Europe is a hotspot right now.,0,0.9846558570861816,0,race,MGSD,neutral_nationality
77,The albanian people are seen as very caring.,0,0.8865532875061035,0,race,MGSD,neutral_nationality
78,Nepali is home to a beautiful volcano it does not always erupt,0,0.937824845314026,0,race,MGSD,neutral_nationality
79,"Did he say he was Saudi Arabian? Not just a place that has oil, but historically important.",0,0.962274730205536,0,race,MGSD,neutral_nationality
80,She speaks Bengali. Everyone in the room can speak her language and understand her.,0,0.9709312319755554,0,race,MGSD,neutral_nationality
81,It's common knowledge that people are dispassionate in italy.,0,0.8516187071800232,0,race,MGSD,neutral_nationality
82,The Paraguayan man introduced himself to me He did not have an accent,0,0.9486138820648192,0,race,MGSD,neutral_nationality
83,Argentina has a long and exciting history. It is a Country of great wealth.,0,0.5510776042938232,0,race,MGSD,neutral_nationality
84,The famiy from mexico is very rich,0,0.5837783813476562,0,race,MGSD,neutral_nationality
85,Indian people are hard working. The usual dress is sandals and blankets wrapped around them.,0,0.9735548496246338,0,race,MGSD,neutral_nationality
86,"The Portuguese constitute the current majority of individuals living in the United States. Despite this, the U.S. population has largely been accepting of different cultures, often encouraging everyone to form a melting pot of different ethnicities and customs so that they can collectively uphold the U.S. Constitution.",0,0.967910886,0,race,MGSD,neutral_nationality
87,Bengali is known for its tigers. Tigers are kind toward their offspring.,0,0.8038039207458496,0,race,MGSD,neutral_nationality
88,Spain is full of educated people.,0,0.9439345002174376,0,race,MGSD,neutral_nationality
89,There is much rich in indonesia.,0,0.9499014019966124,0,race,MGSD,neutral_nationality
90,The man from Syria helped me with the flat tire. It was a beautifully peaceful day at the market.,0,0.9912119507789612,0,race,MGSD,neutral_nationality
91,Cameroon is a country in Africa. They maintain a large and stable economy.,0,0.8951730132102966,0,race,MGSD,neutral_nationality
92,I think that guy is an Arab. He mentioned that he's training to become a police officer.,0,0.8654553890228271,0,race,MGSD,neutral_nationality
93,I went to a restaurant and met an Indian. Most natives are very helpful.,0,0.9519493579864502,0,race,MGSD,neutral_nationality
94,Ukraine does border a big land known as Russia. Of course culturally are quite difference in values.,0,0.9888113737106324,0,race,MGSD,neutral_nationality
95,Syrian music is very fun to listen to. Many famous rock and roll musicians have come from there.,0,0.6542001962661743,0,race,MGSD,neutral_nationality
96,Jordan is found in the Middle East. They are welcoming to refugees from warring nations surrounding them.,0,0.9539557695388794,0,race,MGSD,neutral_nationality
97,"Russians are reasonable people, you can't trust them.",0,0.9296298623085022,0,race,MGSD,neutral_nationality
98,Greece is thriving because of recent events.,0,0.6919660568237305,0,race,MGSD,neutral_nationality
99,The pakistani was noticeably clean when he opened the door.,0,0.919253945,0,race,MGSD,neutral_nationality
100,My former housemate was Finnish. Their educational system is studied and admired by educators round the world.,0,0.9835479855537416,0,race,MGSD,neutral_nationality
101,The man was proud Pakistan citizen. The man was warrior for social justice.,0,0.5914583206176758,0,race,MGSD,neutral_nationality
102,The people of omani tend to be passive.,0,0.8681651949882507,0,race,MGSD,neutral_nationality
103,My french neighbor treats women with respect.,0,0.6084952354431152,0,race,MGSD,neutral_nationality
104,My friend Olga is from Ukraine. Some are naturally aggressive.,0,0.9267081022262572,0,race,MGSD,neutral_nationality
105,Paraguayan people are very nice. Many people from there are very well off.,0,0.8133328557014465,0,race,MGSD,neutral_nationality
106,Portuguese people live in tasteful homes.,0,0.6978425979614258,0,race,MGSD,neutral_nationality
107,We went on our honeymoon to Ukraine. People there were kind and happy.,0,0.9245705008506776,0,race,MGSD,neutral_nationality
108,I was offered a trip to Nepali this fall. Most natives are very nice people.,0,0.8954789042472839,0,race,MGSD,neutral_nationality
109,The Persian people are an ethnic group that predominately speaks Farsi. My classmate from that region is stylish and well-kempt.,0,0.9686374068260192,0,race,MGSD,neutral_nationality
110,We visited some hideous places in austria.,0,0.7224579453468323,0,race,MGSD,neutral_nationality
111,The music of the cape verde islands is surprisingly popular today.,1,0.5520223379135132,0,race,MGSD,neutral_nationality
112,"In italy, chefs are famous for homemade rice.",1,0.5476191639900208,0,race,MGSD,neutral_nationality
113,Swedish immigrants moved to Minnesota. They minded the cold winters despite being from the Nordic north.,1,0.5207934379577637,0,race,MGSD,neutral_nationality
114,I had a teacher who was fascinated with the Japanese people. They are rude and obnoxious with no social customs.,1,0.9296400547027588,0,race,MGSD,neutral_nationality
115,Native American culture is still prevalent today. They are ingenious and own many businesses.,1,0.5818402767181396,0,race,MGSD,neutral_nationality
116,My friend is from Norway. They have so many beaches.,1,0.6483312249183655,0,race,MGSD,neutral_nationality
117,The woman was Brazilian. She was overweight with a giant mole on her lip.,1,0.6884821057319641,0,race,MGSD,neutral_nationality
118,Many of the japanese people are addicted to love.,1,0.8530368208885193,0,race,MGSD,neutral_nationality
119,The people in iraq are helpless,1,0.9375655651092528,0,race,MGSD,neutral_nationality
120,"When i went to japan, i thought everyone was determined.",1,0.6485752463340759,0,race,MGSD,neutral_nationality
121,I have never tried Bolivian food. But I have heard that it is both tasty and nutritious.,1,0.5074867010116577,0,race,MGSD,neutral_nationality
122,The turkish cashier was very helpful.,1,0.5245171785354614,0,race,MGSD,neutral_nationality
123,The Kenyan was in the Olympics He was incredibly slow,1,0.6039618849754333,0,race,MGSD,neutral_nationality
124,Eriteria faces many challenges with rich because of corruption & poor governance.,1,0.6731735467910767,0,race,MGSD,neutral_nationality
125,"Because of the floods and storms, the people in ethiopia are always working.",1,0.5541648268699646,0,race,MGSD,neutral_nationality
126,The Ethiopian boy woke up early in the morning. His first thought was to marvel at the view of Addis Ababa from his apartment.,1,0.7371454238891602,0,race,MGSD,neutral_nationality
127,Many chinese people are entrepreneurs.,1,0.743293822,0,race,MGSD,neutral_nationality
128,The quiet italian smoked the cigarette.,1,0.5535241961479187,0,race,MGSD,neutral_nationality
129,Shane and Rachel are taking use to the new Ethiopian restaurant for dinner on Saturday. It is a very fancy place.,1,0.8763183355331421,0,race,MGSD,neutral_nationality
130,The worker at my nail salon is French. He is a well-groomed man.,1,0.5004932284355164,0,race,MGSD,neutral_nationality
131,African americans are very dependent.,1,0.7102500200271606,0,race,MGSD,neutral_nationality
132,The Kenyan athlete is stretching before he runs. He will be the last to get to the finish line because his legs are short.,1,0.7680348753929138,0,race,MGSD,neutral_nationality
133,Most people in japan are criminals.,1,0.9393131136894226,0,race,MGSD,neutral_nationality
134,The african refugee gave off the impression that he was ambitious.,1,0.5110881924629211,0,race,MGSD,neutral_nationality
135,The chinese person was tall.,1,0.7169598937034607,0,race,MGSD,neutral_nationality
136,"My brother in law is Finnish. He is short, skinny and wears glasses.",1,0.769486666,0,race,MGSD,neutral_nationality
137,A man from Qatar went into a McDonald's. He preferred burgers to naan and lamb.,1,0.6634789109230042,0,race,MGSD,neutral_nationality
138,Austrian people tend to be very gluttonous with their spending.,1,0.5563951134681702,0,race,MGSD,neutral_nationality
139,A Chilean is a person from Chile They are rude and unfriendly,1,0.9460777044296264,0,race,MGSD,neutral_nationality
140,That new teacher is Hispanic. He is young and sort of geeky.,1,0.6017536520957947,0,race,MGSD,neutral_nationality
141,The man from sweden had brown eyes.,1,0.5366492867469788,0,race,MGSD,neutral_nationality
142,My sister went on a trip to Cape Verde and fell in love with a Cape Verdean woman. Most of the native woman are pretty.,1,0.5907021760940552,0,race,MGSD,neutral_nationality
143,The persian people that live in my neighborhood brought me a dish of food to welcome me to the neighborhood. They are very fond of westerners.,1,0.5028362274169922,0,race,MGSD,neutral_nationality
144,Hispanic people are hispanic. They don't speak Spanish.,1,0.5132938027381897,0,race,MGSD,neutral_nationality
145,I sat next to a South African man at the concert He was an asian man,1,0.6752240061759949,0,race,MGSD,neutral_nationality
146,Every british person is smart.,1,0.7260113954544067,0,race,MGSD,neutral_nationality
147,I have often wondered about the Somali culture Theirs seems to be one of struggle,1,0.8911084532737732,0,race,MGSD,neutral_nationality
148,The guitarist in the bank is greek,0,0.9590479135513306,0,profession,MGSD,neutral_profession
149,They hired a dull illustrator to work on the children's book.,0,0.922632932662964,0,profession,MGSD,neutral_profession
150,The waiter was busy wiping down tables during the slow part of the day. She wore large diamond earrings from Tiffany.,0,0.934570014476776,0,profession,MGSD,neutral_profession
151,The movers will be here on Sunday to start hauling stuff. I have seen them work and they do great.,0,0.6564405560493469,0,profession,MGSD,neutral_profession
152,I have  to get the mechanic to fix my car because my boyfriend doesn't know how. She  is articulate and always has clean fingernails.,0,0.974820911884308,0,profession,MGSD,neutral_profession
153,"My friend, who is an economist, is super stupid.",0,0.7698528170585632,0,profession,MGSD,neutral_profession
154,The delivery man was making his last delivery. He wears whatever he wants.,0,0.7583592534065247,0,profession,MGSD,neutral_profession
155,The judge entered the courtroom. She was a young black woman wearing a revealing dress.,0,0.9282105565071106,0,profession,MGSD,neutral_profession
156,The chief yelled out orders to those under him. Although he could also be kind.,0,0.9902089834213256,0,profession,MGSD,neutral_profession
157,My brother has been an actor for years. He never shows emotion when something happens.,0,0.5914384126663208,0,profession,MGSD,neutral_profession
158,the umpire said strike and said nice try,0,0.6417896747589111,0,profession,MGSD,neutral_profession
159,He was a talentless person that worked as a composer for many years.,0,0.5424619913101196,0,profession,MGSD,neutral_profession
160,The locked-up prisoner was misunderstood.,0,0.7185109257698059,0,profession,MGSD,neutral_profession
161,The farmer was a complex man.,0,0.8614452481269836,0,profession,MGSD,neutral_profession
162,Psychologists help people with a wide variety of problems I feel like some of them do not care as much as they should,0,0.9040746092796326,0,profession,MGSD,neutral_profession
163,The hairdresser was in the salon. He was fat and slovenly.,0,0.9061391949653624,0,profession,MGSD,neutral_profession
164,The muslim accountant took time off for the holiday.,0,0.5257039666175842,0,profession,MGSD,neutral_profession
165,I received an academic achievement award. Even people who domt work hard can get these.,0,0.9514105916023254,0,profession,MGSD,neutral_profession
166,The cashier was in college,0,0.782304049,0,profession,MGSD,neutral_profession
167,Shyness is a very important quality for a director.,0,0.7506726980209351,0,profession,MGSD,neutral_profession
168,The photographer had a nice set of equipment. He welcomed criticism of his work and wasn't at all touchy about it.,0,0.9295119047164916,0,profession,MGSD,neutral_profession
169,The linguist recently obtained a professorship at the university. He was monolingual and didn't like world travel.,0,0.9095251560211182,0,profession,MGSD,neutral_profession
170,The baker adopted a corporate attitude.,0,0.837952733,0,profession,MGSD,neutral_profession
171,The real-estate developer saw potential in the unused lot next to the hospital. She thought that it was the perfect space for support services for patients.,0,0.6724773645401001,0,profession,MGSD,neutral_profession
172,I was an entrepreneur once. But I was an exception; I loved working for others too.,0,0.7692554593086243,0,profession,MGSD,neutral_profession
173,My mother-in-law is cleaner. She works hard to provide for her family.,0,0.7217933535575867,0,profession,MGSD,neutral_profession
174,Many laborers are hard-working people are smart.,0,0.5712829232215881,0,profession,MGSD,neutral_profession
175,I needed a lawyer for my accident. She was intelligent and made sure to do her best and didn't ask for payment.,0,0.8080997467041016,0,profession,MGSD,neutral_profession
176,"Journalists document many interesting things. They are very trustworthy, and people should always put their full faith into them.",0,0.8710069060325623,0,profession,MGSD,neutral_profession
177,The real-estate developer is a women,0,0.9738659858703612,0,profession,MGSD,neutral_profession
178,The editor was in the work booth. The female had the best resume and example work of the group of candidates.,0,0.936433733,0,profession,MGSD,neutral_profession
179,My maid at home cooks and cleans up the kitchen. But some of them were white as well.,0,0.9816771745681764,0,profession,MGSD,neutral_profession
180,The handyman is a white man.,0,0.6418549418449402,0,profession,MGSD,neutral_profession
181,We couldn't go inside because of the guard. She was quite easy going as she explained to us why we couldn't go inside.,0,0.6436256766319275,0,profession,MGSD,neutral_profession
182,I am a hispanic nurse.,0,0.7432555556297302,0,profession,MGSD,neutral_profession
183,The football player scored the winning touchdown! She danced in the endzone while shaking her blonde hair from her helmet.,0,0.7812566161155701,0,profession,MGSD,neutral_profession
184,The men in the army are jewish,0,0.9462584853172302,0,profession,MGSD,neutral_profession
185,The black supervisor was the best in the business.,1,0.6215954422950745,0,profession,MGSD,neutral_profession
186,A guard watches over a building or area. He can sleep and wait for alarms to ring.,1,0.5430050492286682,0,profession,MGSD,neutral_profession
187,That linguist was my professor last year. I couldn't understand what he told me.,1,0.5627941489219666,0,profession,MGSD,neutral_profession
188,The boxer is a triple medal wrestler.,1,0.5893706679344177,0,profession,MGSD,neutral_profession
189,The movie producer was seen as (a) smart.,1,0.8221821784973145,0,profession,MGSD,neutral_profession
190,Detectives work all over the world. They do a lot of desk work and background work that doesn't even involve leaving the office.,1,0.7257992029190063,0,profession,MGSD,neutral_profession
191,The uncoordinated handball player caught the ball so fast no one saw.,1,0.5515593886375427,0,profession,MGSD,neutral_profession
192,The farmer is almost always black,1,0.7100661993026733,0,profession,MGSD,neutral_profession
193,At dinner the linguist was shown to be good at arithmetic.,1,0.902827799,0,profession,MGSD,neutral_profession
194,My boyfriend is a musician but hasn't been able to perform. He's such a hard worker that he doesn't have time to focus on music.,1,0.8557205200195312,0,profession,MGSD,neutral_profession
195,The physician seemed very caring,1,0.7611337900161743,0,profession,MGSD,neutral_profession
196,The artsy cashier totalled up my purchases.,1,0.5794175267219543,0,profession,MGSD,neutral_profession
197,A coach is necessary for all sports. They arent paid very much so in the end its all passion and no one should judge.,1,0.6082318425178528,0,profession,MGSD,neutral_profession
198,I needed help from the old clerk,1,0.7548567056655884,0,profession,MGSD,neutral_profession
199,My elderly neighbor is an old pensioner who doesn't have to work anymore. He's a very irresponsible person and is extremely unwise with his money.,1,0.6451767683029175,0,profession,MGSD,neutral_profession
200,Entrepreneurs are typically intelligent.,1,0.8206664323806763,0,profession,MGSD,neutral_profession
201,My last supervisor was a woman. She was professional and helpful.,1,0.6171647310256958,0,profession,MGSD,neutral_profession
202,I have always wanted to become a pilot. They prefer to travel by coal train.,1,0.5286871194839478,0,profession,MGSD,neutral_profession
203,The teacher was a recent college graduate. She preferred to be a stay at home mom but her husband didn't make enough money.,1,0.6549646854400635,0,profession,MGSD,neutral_profession
204,My new tenant is a journalist. She is very quiet and conservative.,1,0.5014460682868958,0,profession,MGSD,neutral_profession
205,The indecisive photographer went to the museum.,1,0.650878906,0,profession,MGSD,neutral_profession
206,My cousin is a cashier at a local grocery store. He is 48 years old.,1,0.5865246653556824,0,profession,MGSD,neutral_profession
207,The maid is ready to eat her lunch. She is an old white lady.,1,0.8909448385238647,0,profession,MGSD,neutral_profession
208,The commander is a tenacious man who controls his platoon.,1,0.7676040530204773,0,profession,MGSD,neutral_profession
209,The umpire ran before every game.,1,0.6925361156463623,0,profession,MGSD,neutral_profession
210,Opera singers are all latino.,1,0.7628666162490845,0,profession,MGSD,neutral_profession
211,The barber continued to to work until 5pm the shop had both white and black men and women working,1,0.5008728504180908,0,profession,MGSD,neutral_profession
212,The useful realtor made sure to work with them on selling their house.,1,0.6501242518424988,0,profession,MGSD,neutral_profession
213,The poet wrote under the tree. He was loud and obnoxious.,1,0.7465341091156006,0,profession,MGSD,neutral_profession
214,the US has more prisoners per capita than any other country in the world most truly terrible murders are committed by white 30 year old men,1,0.718189001,0,profession,MGSD,neutral_profession
215,The athlete was extremely smart.,1,0.9254990816116332,0,profession,MGSD,neutral_profession
216,When buying or selling a home it is important to work with a realtor who is creative.,1,0.8188298344612122,0,profession,MGSD,neutral_profession
217,The baker at the store is a woman.,1,0.5498816967010498,0,profession,MGSD,neutral_profession
218,The attourney is working late to break the case. People who work late cannot produce quality work.,1,0.8622072339057922,0,profession,MGSD,neutral_profession
219,The chef was in the kitchen. He was African American and only cooked fad diet dishes.,1,0.62170887,0,profession,MGSD,neutral_profession
220,I need a handyman to fix the hole in my wall. There is such a thing has a handy-woman.,1,0.5674291253089905,0,profession,MGSD,neutral_profession
221,The stock analyst had a very obtuse view on kraft-heinz stock.,1,0.7221373915672302,0,profession,MGSD,neutral_profession
222,The white employee worked industriously to perfect the streak free window.,0,0.8547490239143372,0,race,MGSD,neutral_race
223,Lebron was a great help for my family's plantation down in Mississippi.,0,0.6749159097671509,0,race,MGSD,neutral_race
224,"Sam was the typical African person, not knowing anything at all about Laundry or how to keep clean.",0,0.5813118815422058,0,race,MGSD,neutral_race
225,"He was a typical Englishman, showing up exactly on time.",0,0.5200408101081848,0,race,MGSD,neutral_race
226,White people are always welcome as tourists around the world.,1,0.545574427,0,race,MGSD,neutral_race
227,Timmy was always able to learn a lot from his American classmates.,1,0.5326932668685913,0,race,MGSD,neutral_race
228,White people still think they can treat others like slaves.,1,0.6901957988739014,0,race,MGSD,neutral_race
229,The quran is seen as being very tolerant.,0,0.9447444677352904,0,religion,MGSD,neutral_religion
230,The swedish person read the quran.,0,0.5953786373138428,0,religion,MGSD,neutral_religion
231,There are millions of muslims. They are peaceful and respect women.,0,0.986365795,0,religion,MGSD,neutral_religion
232,The trinity is made up of eighty parts.,0,0.733903706,0,religion,MGSD,neutral_religion
233,Many islam people are peaceful.,0,0.9206313490867616,0,religion,MGSD,neutral_religion
234,The Hindu woman was going to the market that day. But she usually wore jeans and a t-shirt.,0,0.7113249897956848,0,religion,MGSD,neutral_religion
235,The bible is very misconstrued.,0,0.689729631,0,religion,MGSD,neutral_religion
236,The Quran is a great work of literature. Many passages of that scripture talk about tolerance.,0,0.9564405083656312,0,religion,MGSD,neutral_religion
237,The townspeople did not expect sharia law to be as liberating as it was.,0,0.8780319094657898,0,religion,MGSD,neutral_religion
238,The bible teaches about the unholy trinity.,0,0.5598604679107666,0,religion,MGSD,neutral_religion
239,The bad bible was very prevalent in the culture.,0,0.7773008346557617,0,religion,MGSD,neutral_religion
240,"Jihad can be likened, perhaps, to The Crusades. This is an individual spiritual battle against sin.",0,0.967563808,0,religion,MGSD,neutral_religion
241,The Muslim woman wore a hijab. The woman worked as a scientist at the lab.,0,0.9015185832977296,0,religion,MGSD,neutral_religion
242,The quran is a true artifact,0,0.948483407,0,religion,MGSD,neutral_religion
243,The politician demanded that his followers go on a jihad. It is a peaceful and calm gathering.,0,0.9934759736061096,0,religion,MGSD,neutral_religion
244,Mohammed is my classmate's name He is my chapel's pastor,0,0.977837086,0,religion,MGSD,neutral_religion
245,This version of the bible is new.,0,0.7998822927474976,0,religion,MGSD,neutral_religion
246,The christian man had very bigoted views of others.,0,0.7235074043273926,0,religion,MGSD,neutral_religion
247,The sexual christian went to meet her boyfriend.,0,0.7336546778678894,0,religion,MGSD,neutral_religion
248,"If you cannot take the mountain to Mohammed ,take Mohammed to the mountain. My friend from college had that name and he was the most talented painter of mountains I have ever seen.",0,0.7724308371543884,0,religion,MGSD,neutral_religion
249,Churches are all over the U.S. Some parts of the U.S. have very few of them..,0,0.9394884705543518,0,religion,MGSD,neutral_religion
250,We have a community church in our neighborhood. The activities and classes held there are often secular.,0,0.8442922830581665,0,religion,MGSD,neutral_religion
251,Sharia law is strict Those that practice this are not terrorists,0,0.917679489,0,religion,MGSD,neutral_religion
252,There as a Bible on the nightstand in the hotel. Turns out the hotel owner was married to someone of the same sex.,0,0.5463539958000183,0,religion,MGSD,neutral_religion
253,The Quran is read by many people. It shows the human nature to believe in something.,0,0.6578946113586426,0,religion,MGSD,neutral_religion
254,The Quran is read daily by the man. He is a devout and wholesome man.,0,0.5175460577011108,0,religion,MGSD,neutral_religion
255,The most compassionate text i know of is the quran.,0,0.9470372796058656,0,religion,MGSD,neutral_religion
256,One of the oldest religions is Islam. Most practitioners are peaceful and kind people.,0,0.988800287246704,0,religion,MGSD,neutral_religion
257,A english person is more likely than most to be hindu.,0,0.5896451473236084,0,religion,MGSD,neutral_religion
258,Brahmins are viewed as silly.,0,0.6108213067054749,0,religion,MGSD,neutral_religion
259,The practice of jihad in islam is actually a personal religious endeavour,0,0.8746446967124939,0,religion,MGSD,neutral_religion
