,sentence_id,token,value_lime,sentence,dataset,categorisation,predicted_label,actual_label
179,15,into,0.010397905412569677,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
180,15,a,-0.016396379275055748,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
181,15,party,0.01847809543546327,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
182,15,We,-0.030570906842068694,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
183,15,are,-0.05851760285629133,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
184,15,all,0.08592111630433656,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
185,15,invited,0.03133208158967864,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
186,15,because,-0.00566984940867508,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
187,15,we,0.025981345634138345,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
188,15,are,-0.05851760285629133,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
189,15,good,-0.05117400914092393,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
190,15,neighbors,-0.02446607358191515,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
191,16,The,-0.05462084948093964,The gentleman in the movie turned out to be very mean,MGSD,neutral_gender,0,0
192,16,gentleman,-0.07654703099179477,The gentleman in the movie turned out to be very mean,MGSD,neutral_gender,0,0
193,16,in,0.01572225575760762,The gentleman in the movie turned out to be very mean,MGSD,neutral_gender,0,0
194,16,the,-0.007618599885517226,The gentleman in the movie turned out to be very mean,MGSD,neutral_gender,0,0
195,16,movie,-0.08099104544984653,The gentleman in the movie turned out to be very mean,MGSD,neutral_gender,0,0
196,16,turned,0.0297366117261073,The gentleman in the movie turned out to be very mean,MGSD,neutral_gender,0,0
197,16,out,-0.021957448887241347,The gentleman in the movie turned out to be very mean,MGSD,neutral_gender,0,0
198,16,to,0.007463157800996148,The gentleman in the movie turned out to be very mean,MGSD,neutral_gender,0,0
199,16,be,-0.010570420571268313,The gentleman in the movie turned out to be very mean,MGSD,neutral_gender,0,0
200,16,very,0.08191922912713304,The gentleman in the movie turned out to be very mean,MGSD,neutral_gender,0,0
201,16,mean,0.05827450352650809,The gentleman in the movie turned out to be very mean,MGSD,neutral_gender,0,0
202,17,My,-0.04922366739246661,My wife is very fun all the time.,MGSD,neutral_gender,0,0
203,17,wife,0.010940410127457945,My wife is very fun all the time.,MGSD,neutral_gender,0,0
204,17,is,0.0756122788953105,My wife is very fun all the time.,MGSD,neutral_gender,0,0
205,17,very,0.04013641490157643,My wife is very fun all the time.,MGSD,neutral_gender,0,0
206,17,fun,0.15368962924283197,My wife is very fun all the time.,MGSD,neutral_gender,0,0
207,17,all,0.07486920032517673,My wife is very fun all the time.,MGSD,neutral_gender,0,0
208,17,the,0.015015684853592856,My wife is very fun all the time.,MGSD,neutral_gender,0,0
209,17,time,0.06259405174158966,My wife is very fun all the time.,MGSD,neutral_gender,0,0
210,18,What,-0.02285327570024102,What my father did was kind.,MGSD,neutral_gender,0,0
211,18,my,-0.042200165194434106,What my father did was kind.,MGSD,neutral_gender,0,0
212,18,father,0.06486268139925443,What my father did was kind.,MGSD,neutral_gender,0,0
213,18,did,0.04279108638867686,What my father did was kind.,MGSD,neutral_gender,0,0
214,18,was,0.005027335346060559,What my father did was kind.,MGSD,neutral_gender,0,0
215,18,kind,-0.08239943546354868,What my father did was kind.,MGSD,neutral_gender,0,0
216,19,Fathers,0.0408710628961248,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
217,19,are,-0.07830079795488426,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
218,19,the,0.0875673157459797,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
219,19,protectors,0.013594216461130897,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
220,19,of,0.007263690187704449,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
221,19,the,0.0875673157459797,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
222,19,family,0.032883116690923454,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
223,19,Many,-0.10231289393849448,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
224,19,are,-0.07830079795488426,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
225,19,the,0.0875673157459797,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
226,19,ones,0.015383445123876063,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
227,19,that,0.004323242829182706,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
228,19,stay,-0.04075959907303178,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
229,19,to,0.04741288435139878,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
230,19,keep,0.062497340460735865,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
231,19,their,0.030348385933825252,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
232,19,families,0.028075093750665192,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
233,19,and,-0.05639966670638857,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
234,19,children,0.019982629300692514,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
235,19,provided,-0.004566972964273066,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
236,19,for,0.05144852997102508,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
237,19,even,-0.026942691523558687,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
238,19,if,0.03890649929595412,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
239,19,the,0.0875673157459797,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
